Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property
1142,earthness,Noun,The property of being earth or belonging to the earth.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
1476,easygoingness,Noun,The quality of being easygoing,,"2007 October 2, Jeffrey Gettleman, A Calm Voice From Embattled Eritrea, in New York Times[1]:Democratic or not, there is a certain easygoingness in Asmara, at least on the surface.",False,False,False,False,False,,False,,False,,False,,False,,False,True
1821,ebullience,Noun,The quality of lively or enthusiastic expression of thoughts and feelings.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
1908,eccentricity,Noun,The quality of being eccentric or odd; any eccentric behaviour,,"1898, Winston Churchill, chapter 5, in The Celebrity:Although the Celebrity was almost impervious to sarcasm, he was now beginning to exhibit visible signs of uneasiness, the consciousness dawning upon him that his eccentricity was not receiving the ovation it merited.",False,False,False,False,False,,False,,False,,False,,False,,False,True
2405,eclecticism,Noun,The quality of being eclectic,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
2488,eco-friendliness,Noun,The quality of being eco-friendly.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
2637,ecofriendliness,Noun,The quality of being eco-friendly,,"2008 May 21, Paul Sullivan, The Goal Is to Do the Right Thing, in New York Times[1]:In the early 1990s, she worked in the New York State attorney generals office policing bogus claims of ecofriendliness during Green I.",False,False,False,False,False,,False,,False,,False,,False,,False,True
2818,economicalness,Noun,The quality of being economical.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
3625,edentulousness,Noun,The property of being edentulous; lack of teeth,,"2015 June 1, Vidhya Jeyapalan, Chitra Shankar Krishnan, Partial Edentulism and its Correlation to Age, Gender, Socio-economic Status and Incidence of Various Kennedys Classes A Literature Review, in Journal of Clinical and Diagnostic Research: JCDR[1], volume 9, DOI:10.7860/JCDR/2015/13776.6124:The objective of the study is to review the prevalence of partial edentulousness and its correlation to age,gender, arch predominance, socio economic factors and incidence of various Kennedys Classes.",False,False,False,False,False,,False,,False,,False,,False,,False,True
4288,effectiveness,Noun,"The property of being effective, of achieving results",,The effectiveness of the drug was well established.,False,False,False,False,False,,False,,False,,False,,False,,False,True
4300,effectlessness,Noun,The quality of being effectless.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
4332,effectuousness,Noun,Quality of being effectuous.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
4339,effeminacy,Noun,The quality of being effeminate.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
4414,effeteness,Noun,The property of being effete.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
4419,efficaciousness,Noun,Quality of being efficacious.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
4442,efficientness,Noun,The quality of being efficient; efficiency.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
4911,eggheadedness,Noun,The quality of being eggheaded.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
5055,egocentricity,Noun,The quality of being egocentric,,Synonym: egocentrism,False,False,False,False,False,,False,,False,,False,,False,,False,True
5066,egodystonicity,Noun,The quality of being egodystonic.," psychology, psychiatry",,False,False,False,False,False,,False,,False,,False,,False,,False,True
5132,egosyntonicity,Noun,The quality of being egosyntonic.," psychology, psychiatry",,False,False,False,False,False,,False,,False,,False,,False,,False,True
5167,egregiousness,Noun,The quality of being egregious.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
5586,eightfoldness,Noun,The property of being eightfold.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
5622,eightness,Noun,The property of being eight in number.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
5974,elaborativeness,Noun,quality of being elaborative,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
6105,elasticity,Noun,The quality of being elastic.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
6202,elatedness,Noun,Quality of being elated.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
6433,electiveness,Noun,Quality of being elective.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
6629,electricality,Noun,The quality of being like electricity,,"1973, The Film Journal, Volume 2, Issues 2-4 The shrill electricality of the scene is certainly appropriate to its content.",False,False,False,False,False,,False,,False,,False,,False,,False,True
7337,electromotivity,Noun,The quality of being electromotive.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
7653,electropolarity,Noun,The property of being electropolar.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
7755,electrosensitivity,Noun,The quality of being sensitive to electricity.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
8052,elementality,Noun,The property of being elemental or elementary.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
8276,elevatedness,Noun,The quality of being elevated.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
8334,elevenness,Noun,The property of being eleven in number.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
8544,eliteness,Noun,The quality of being elite,,"2009 February 1, Peter Baker, New Symbol of Elite Access: E-Mail to the Chief, in New York Times[1]:Former President George W. Bush provided fewer opportunities for the elite to demonstrate their eliteness by virtually abandoning state dinners, but there were invitations to his Texas ranch to clear brush, a dubious distinction, perhaps, during 100-degree Crawford summers.",False,False,False,False,False,,False,,False,,False,,False,,False,True
8631,ellipsism,Noun,The property of containing omission.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
8675,ellipticalness,Noun,Quality of being elliptical.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
8731,elmness,Noun,The quality of being elm tree,,"1979, December 13, New Scientist, Vol. 84, No. 1185, page 895: We seem to have become similarly obsessed, abandoning particular, familiar trees in favour of a kind of abstract notion of elmness. 1983, Tom Vernon, Fat Man on a Roman Road: A Bicycle Exploration of Britain, page 129:They were spectral, with all vestige of elmness leached back to the soil by the winter rains: twigs and bark gone from each one, leaving only a pale and spiky skeleton. 2004, Franois Gallix, Vanessa Guignery, Crime Fictions: Subverted Codes and New Structures, page 2: The rational detective, of course, is not prepared to bow before oakness and elmness. 2007, Madhumita Chattopadhyay, Walking Along The Paths Of Buddhist Epistemology, page 171:This is because, when we infer the absence of smoke from the non-apprehension of fire or the absence of elmness from the non-apprehension of tree, we not only prove the negative activities concerning them, but also the absence itself.",False,False,False,False,False,,False,,False,,False,,False,,False,True
8859,eloquence,Noun,The quality of artistry and persuasiveness in speech or writing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
8867,eloquentness,Noun,The quality of being eloquent.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
8897,elseness,Noun,The quality of being something else.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
8984,elusoriness,Noun,The quality of being elusory.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
9306,embarrassability,Noun,The quality of being embarrassable,,"2014, Oliver Leaman, Friendship East and West: Philosophical Perspectives, page 99:Thus strategic self-demeaners often obtain their ends. The brazen-faced, the man with ko ga muchi (a thick-skinned face) can 'do well' if he can count on the embarrassability of others.",False,False,False,False,False,,False,,False,,False,,False,,False,True
9412,embeddability,Noun,The quality of being embeddable.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
9419,embeddedness,Noun,The property of being embedded.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
9962,embryogenicity,Noun,The quality of being embryogenic.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
10610,emotionlessness,Noun,The property of being emotionless.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
10836,emphaticalness,Noun,The quality of being emphatic; emphasis.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
10897,empiricalness,Noun,Quality of being empirical.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
11333,emulousness,Noun,The quality of being emulous.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
11581,enamoredness,Noun,Quality of being enamored; love; infatuation.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
12041,enchantingness,Noun,Quality of being enchanting.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
12247,encodability,Noun,The quality of being encodable,,"2015, Itay Hen, Federico M. Spedalieri, Quantum Annealing for Constrained Optimization, in arXiv[1]:We then conclude by discussing the experimental feasibility of the suggested method as well as its potential to boost the encodability of other optimization problems..",False,False,False,False,False,,False,,False,,False,,False,,False,True
12618,end-feel,Noun,The quality of resistance that occurs when a joint is at the end of its range of movement, medicine,"2006, Leon Chaitow, Ken Crenshaw -, Muscle Energy Techniques, ISBN, page 200:In essence this means having an awareness of what the normal range of movement and end-feel is for that joint. 2010, Elaine Atkins, Jill Kerr, Emily Goodlad, A Practical Approach to Orthopaedic Medicine, ISBN, page 19:There may be a range of end-feels within the 'elastic' group, but all are indicative of normal tissue tension, such as the 'leathery' end-feel of passive pronation and supination of the forearm, or the even tighter 'rubbery' end-feel of ankle plantarflexion and wrist flexion where the reistance to the movement is in part provided by the tendons spanning the joint. 2013, Elly Hengeveld, Kevin Banks, Maitland's Vertebral Manipulation, ISBN:The quality of the resistance from R1 to R2, the elastic zone, is then assessed as well as the end-feel to the movement.",False,False,False,False,False,,False,,False,,False,,False,,False,True
12839,endearingness,Noun,The quality of being endearing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
12907,endemicity,Noun,The quality of being endemic.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
12959,endianness,Noun,The property of a computer of being either big-endian or little-endian, computing,"When reading and writing data a byte at a time, it is necessary to know the endianness of the computer you are working on.",False,False,False,False,False,,False,,False,,False,,False,,False,True
13122,endocentricity,Noun,The quality of being endocentric.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
13503,endomorphy,Noun,The property of having the endomorph body type.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
13542,endonormativity,Noun,The quality of being endonormative, linguistics,"2014, James Lambert, Diachronic stability in Indian English lexis, in World Englishes, page 112:The presence of stability has implications for the question of endonormativity in the case of Indian English.",False,False,False,False,False,,False,,False,,False,,False,,False,True
14218,enduringness,Noun,The quality of being enduring; lastingness.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
14526,enforceability,Noun,The quality of being enforceable,,"1995, Rosalyn Higgins, Problems and Process: International Law and How We Use It (page 53) The position of the individual as a subject of international law has often been obscured by the failure to observe the distinction between the recognition, in an international instrument of rights enuring to the benefit of the individual and the enforceability of these rights at his instance. 2009 August 5, Matt Richtel, Federal Agency Plans Distracted Driving Forum, in New York Times[1]:Safety advocates counter that the same arguments about enforceability pervaded the discussion surrounding seat belt laws but that those laws, even when they were not vigorously enforced, led to widespread behavioral changes.",False,False,False,False,False,,False,,False,,False,,False,,False,True
15085,enharmony,Noun,The property of being enharmonic., music,,False,False,False,False,False,,False,,False,,False,,False,,False,True
15153,enigmaticality,Noun,Quality of being enigmatic.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
15157,enigmaticalness,Noun,Quality of being enigmatical.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
15159,enigmaticness,Noun,Quality of being enigmatic.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
15451,enmity,Noun,The quality of being an enemy; hostile or unfriendly disposition,,"2005, Plato, Sophist. Translation by Lesley Brown. 242e. Some later Muses from Ionia and Sicily reckoned it safest to weave together both versions and say that that which is is both many and one, held together by both enmity and amity.",False,False,False,False,False,,False,,False,,False,,False,,False,True
16768,entertainability,Noun,The quality of being entertainable," of an idea, thought or suggestion","1970, John Niemeyer Findlay, [ Ascent to the absolute: metaphysical papers and lectures] Its entertainability in thought is not, however, anything that can be hastily and superficially and generally decided: we must work out a specific account of what it is to be an Absolute, we must meditate on its full implications []",False,False,False,False,False,,False,,False,,False,,False,,False,True
16782,entertainingness,Noun,The quality of being entertaining.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
16949,enticingness,Noun,The quality of being enticing,,"1915, Jack London, The Little Lady of the Big House, page 24:Not until our girl-children cease from playing with dolls and from looking at their own enticingness in mirrors, will woman ever be otherwise than what she has always been: first, the mother, second, the mate of man.",False,False,False,False,False,,False,,False,,False,,False,,False,True
17002,entitledness,Noun,"The quality of feeling entitled, convinced of one's own deservingness or superiority, and of shifting blame and responsibility to others; demandingness; pretense",,"1988, Zeev Ben-Sira, Politics and primary medical care: dehumanization and overutilization, Gower Pub Co Particularly striking is the fact that almost all (97 X) Labor fund P.C.P.s blame the system for creating a sense of entitledness a trend evidently conforming with the Labor fund members' greater likelihood to attribute the responsibility for their health to the fund and the physician (cf. pp.42-48). 2000, Jeannette Angell, The Illusionist, iUniverse ISBN, page 307 Shut up, she said. Just shut up, Victor. We're all going through a hard time, and I'm getting a little damned tired of your entitledness. If Monsieur de SaintPierre says that Albert wrote it, then I am prepared to accept that. I suggest that you either do the same, or leave. 2000, Carl E. Braaten, Robert W. Jenson, Sin, Death, and the Devil, Wm. B. Eerdmans Publishing ISBN, page 40 The attitude of the beloved is never one of merit or entitledness: ""I had this coming,"" but precisely the opposite: ""I don't deserve this."" As the poets are well aware, the beloved never feels worthy of the advances of the lover. 2005, Stuart Carr, Mac MacLachlan, Eilish McAuliffe, Psychology of Aid, Routledge ISBN Figure 11.1 pictures this process of perceived need gradually deteriorating into outright 'Pay Me!' Aid officials the world over have in the past reported that a sustained flow of aid eventually results in a culture of 'entitledness' (Gergen and Gergen, 1971). 2007, Anthony Giardina, White Guys: A Novel, Macmillan ISBN It's okay for me to be here, isn't it? he asked, as though there could be no reason why he should be asked to leave. He went on eating, and I couldn't help, in the midst of the discomfort I knew I should be feelingand did feel, though only a littlea faint amusement at his entitledness. It had never been a problem for him at Winerip, not from the beginning: the parties and the Boston caterers and the good poured champagne. 2012, Anthony Giardina, Norumbega Park: A Novel, Macmillan ISBN All the boys seemed to be working hard to affect the louche attitude, the Under My Thumb air of sexual entitledness, the thatchy, unkempt hair of a young Mick Jagger. 2013, Susan Miller, Shame in Context, Routledge ISBN, page 113 [] constant focus on his self-image, his notion of being special (set apart from others and superior to them), and the associated insistence that ordinary rules of reality did not pertain to him. At times, there was a hostile entitledness about him.",False,False,False,False,False,,False,,False,,False,,False,,False,True
17403,entrepreneurship,Noun,The quality of being an entrepreneur.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
17511,entwinedness,Noun,Quality of being entwined.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
18288,ephemeralness,Noun,The quality of being ephemeral or transitory,,"1985, Thomas J. Schlereth, ""Material Culture Research and Historical Explanation."" The Public Historian, vol. 7, no. 4 (Autumn), pp. 21-23: Material culture researchers have often failed to acknowledge the ephemeralness of much of their data.",False,False,False,False,False,,False,,False,,False,,False,,False,True
18474,epicenism,Noun,The property of being epicene.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
18475,epicenity,Noun,Property of being epicene.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
18817,epigeneticity,Noun,The quality of being epigenetic., genetics,,False,False,False,False,False,,False,,False,,False,,False,,False,True
19446,episodicity,Noun,The quality of being episodic.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
19501,epistemicity,Noun,The property of being epistemic., linguistics,,False,False,False,False,False,,False,,False,,False,,False,,False,True
20227,equatability,Noun,The quality of being equatable,,"1979, Lawrence Krader, A Treatise of Social Labor (page 127) Exchange rests on equatability of things, goods, services exchanged. But how does an exchange of a pot made of clay and a pouch made of leather take place between their respective owners?",False,False,False,False,False,,False,,False,,False,,False,,False,True
20326,equidecomposability,Noun,The quality of being equidecomposable., geometry,,False,False,False,False,False,,False,,False,,False,,False,,False,True
20331,equidimensionality,Noun,The property of being equidimensional.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
20368,equifinality,Noun,The property of being equifinal.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
20372,equiformity,Noun,The quality of being equiform.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
20470,equinity,Noun,The quality of being equine,,"1991, J. K. Swindler, Weaving: An Analysis of the Constitution of Objects (page 74) Clearly, a distinction needs to be drawn between Bucephalus's being a certain horse and the equinity that I believe is true of Bucephalus. The reason is that his actual equinity is quite peculiar to him; it is not and cannot be a feature of anything else; it is essentially particular.",False,False,False,False,False,,False,,False,,False,,False,,False,True
20633,equisingularity,Noun,The property of being equisingular.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
20643,equitability,Noun,The quality of being equitable; equitableness.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
20772,equivocality,Noun,The quality of being equivocal,,"2008 March 29, Dave Kehr, A Star Who Mastered a New Moral Ambiguity, in New York Times[1]:The military lent a new context to Mr. Widmarks moral equivocality: in films like Halls of Montezuma, The Frogmen, Take the High Ground! and Destination Gobi Mr. Widmark played hard-bitten commanders whose apparent coldness and cruelty masked a deeper concern with the safety of their men.",False,False,False,False,False,,False,,False,,False,,False,,False,True
20850,erasability,Noun,The quality of being erasable.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
21071,ergativity,Noun,"The property of a grammar's (or, by extension, a language's) being ergative; the attribute of possessing a grammatical pattern such that the object of a transitive verb is treated the same way as the subject of an intransitive one, while the subject of the transitive verb is treated differently", linguistics,"Ergativity entails that the grammar give treatment to the subject (A) of a transitive verb that is differentiated from the treatment given to the object (O) of such a verb and the subject (S) of an intransitive verb, which are treated similarly to each other. Such differential treatment may take the form of a special case marker (such as an affix or a particle) used with A but not with O or S, or of a specific agreement pattern (for example, the verb may agree in person and number with A, but not with O and S). 1991, Ronald W. Langacker, Foundations of Cognitive Grammar: Descriptive Application, Volume 2, Stanford University Press, page 386, We can speak of ergative/absolutive organization whenever intransitive subjects pattern with transitive objects (to the exclusion of transitive subjects). So defined, ergativity is independent of case marking and has many linguistic manifestations, some being observable in any given language. At the same time, ergativity competes with accusativity even in languages where it represents the predominant pattern. 1994, R. M. W. Dixon, Ergativity, Cambridge University Press, page 1, Ergativity is thus complementary to the familiar grammatical pattern of accusativity, in which one case (nominative) marks both intransitive and transitive subject, with another case (accusative) being employed for transitive object. 2000, Javier Rivas, Ergativity and Transitive Gradients in the Accusative and Infinitive Construction, Universidade de Santiago de Compostela, Imprenta Universitara, page 153, Apart from the types of split ergativity-accusativity dealt with in the previous section, there are languages which show degrees of ergativity in their morphology and also although less frequently in their syntax, [] . Actually, Dixon (1994: 172) claims that syntactic ergativity is much stranger cross-linguistically than some degree of morphological ergativity. [] There are many languages in the world which show some degree of ergativity.",False,False,False,False,False,,False,,False,,False,,False,,False,True
21387,erogenicity,Noun,The quality of serving as an erogenous zone; The property of being sexually stimulating.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
21474,erotogenicity,Noun,"The quality of being erotogenic, of generating sexual excitement.",,,False,False,False,False,False,,False,,False,,False,,False,,False,True
21553,errantness,Noun,Quality of being errant.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
21566,erraticalness,Noun,The quality of being erratical.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
21572,erraticness,Noun,The quality of being erratic.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
22772,essentiability,Noun,The quality of being essential; essentiality,,"1926, The American Photo-engraver - Volume 19, page 909:There is the absolute essentiability of collective action if we are to conserve the industry and temper this competition, which means the ruination of industry, if we are going to survive. 1977, N. U. Jayawardena, An agenda for a just society, page 191:On the other hand, the manufacturer's turnover tax, which is levied only once at the manufacturing stage, can be fixed at a much higher and graded level, having regard to the essentiability of the commodity and its revenue potential. 1993, Marion Eugene Ensminger Audrey H. Ensminger, Foods Nutrition Encyclopedia, Two Volume Set, ISBN, page 208:Further research on the essentiability of flavonoids as an essential food factor is needed. 2006, Egyptian Journal of Physics - Volume 37, page 9:No evidence for essentiability of any of the rare earths for any organism appears to have been produced so far, although there are some well documented effects on physiological processes in both plants and animals.",False,False,False,False,False,,False,,False,,False,,False,,False,True
23065,estimableness,Noun,The quality of deserving esteem or regard.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
23239,esurience,Noun,The quality of being esurient; extreme gluttony or boundless hunger,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
23521,ethereality,Noun,The quality of being ethereal.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
23801,ethnocentricity,Noun,The quality of being ethnocentric.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
25451,eutely,Noun,"The property of a species that all members have the same pattern of cell division, and thus the same number of cells, either in the whole body or in the nervous system.",,,False,False,False,False,False,,False,,False,,False,,False,,False,True
25577,eutrophy,Noun,The quality of being rich in minerals and nutrients.," geography, of a body of water",,False,False,False,False,False,,False,,False,,False,,False,,False,True
25754,evangelicalness,Noun,The quality of being evangelical.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
25876,evasiveness,Noun,The quality of being evasive.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
25932,even-handedness,Noun,the quality of being even-handed; fairness,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
26072,evenness,Noun,The quality of being even (flat or close in numbers).,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
26122,eventfulness,Noun,The property of being eventful.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
26126,eventhood,Noun,The property of being an event,,"2008, Robert Eaglestone, Simon Glendinning, Derrida's legacies: literature and philosophy (page 31) A real event (worthy of the name, then) seems to derive its eventhood from some quality of out-of-the-blueness.",False,False,False,False,False,,False,,False,,False,,False,,False,True
27003,exaggeratedness,Noun,The quality of being exaggerated.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
27355,exceedingness,Noun,The quality of exceeding,,"Sir Philip Sidney It seemed that this complaint of Agelastus had awaked the spirits of the Arcadians, astonished before with the exceedingness of sorrow.",False,False,False,False,False,,False,,False,,False,,False,,False,True
27363,excellence,Noun,The quality of being excellent; brilliance,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
27368,excellency,Noun,The quality of being excellent.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
27429,exceptionability,Noun,The quality of being exceptionable.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
27431,exceptionableness,Noun,The quality of being exceptionable.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
27448,exceptionality,Noun,The quality of being exceptional, uncountable,"Synonym: exceptionalness 2005, Robert Wilonsky, ""The Wiz (Film Review),"" Riverfront Times, 15 June, For all their exceptionality, there is also a numbing sameness to the movies of Hayao Miyazaki.",False,False,False,False,False,,False,,False,,False,,False,,False,True
27451,exceptionalness,Noun,The quality of being exceptional,,Synonym: exceptionality,False,False,False,False,False,,False,,False,,False,,False,,False,True
27517,excessiveness,Noun,The property of being excessive,,Synonym: excess,False,False,False,False,False,,False,,False,,False,,False,,False,True
27631,excitableness,Noun,"The quality of being excitable, excitability.",,,False,False,False,False,False,,False,,False,,False,,False,,False,True
27669,excitedness,Noun,The quality of being excited.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
27790,exclusionism,Noun,The quality of being exclusionist,,"2009, January 25, Ethan Bronner, in The Bullets in My In-Box[1]:But go anywhere else in the Middle East and Zionism stands for theft, oppression, racist exclusionism.",False,False,False,False,False,,False,,False,,False,,False,,False,True
27827,exclusivity,Noun,The quality of being exclusive.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
28027,excursiveness,Noun,The quality of being discursive,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
28032,excusability,Noun,The quality of being excusable.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
28034,excusableness,Noun,The quality of being excusable.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
28106,execrableness,Noun,The quality of being execrable.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
28288,exemplarity,Noun,The quality of being exemplary,,Archbishop Sharp the exemplarity of Christ's life,False,False,False,False,False,,False,,False,,False,,False,,False,True
28372,exercisability,Noun,The quality of being exercisable.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
28589,exhaustibility,Noun,The property of being exhaustible,,"We must accept the exhaustibility of our supply of oil. The prime numbers are infinite, therefore any proof that depends on their exhaustibility is flawed.",False,False,False,False,False,,False,,False,,False,,False,,False,True
28602,exhaustingness,Noun,Quality of being exhausting.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
28784,exiguity,Noun,The quality of being meagre or scanty,,"Synonyms: exiguousness, meagreness, scantiness 1658, Thomas Browne, The Garden of Cyrus.[]. Chapter III., in Hydriotaphia, Urne-buriall, [] Together with The Garden of Cyrus,[], London: Printed for Hen[ry] Brome[], OCLC 48702491; reprinted as Hydriotaphia (The English Replicas), New York, N.Y.: Payson Clarke Ltd., 1927, OCLC 78413388, page 136:The exiguity and mallnee of ome eeds extending to large productions is one of the magnalities of nature, omewhat illutrating the work of the Creation, and vat production from nothing. 1986, Manuel J. Vilares, Macroeconomic Models with Quantity Rationing, in Structural Change in Macroeconomic Models: Theory and Estimation (Advanced Studies in Theoretical and Applied Econometrics; 6), Dordrecht: Martinus Nijhoff Publishers, DOI:10.1007/978-94-009-4370-4, ISBN, section 1.4.3 (The Exiguity of the Accounting Framework), page 59:We have yet to treat the exiguity of the accounting framework and this exiguity draws away the interest to any empirical utilisation. 1991, Robert N. Swanson, Standard of Livings: Parochial Revenues in Pre-Reformation England, in Christopher Harper-Bill, editor, Religious Belief and Ecclesiastical Careers in Late Medieval England: Proceedings of the Conference Held at Strawberry Hill, Easter 1989 (Studies in the History of Medieval Religion; 3), Woodbridge, Suffolk: The Boydell Press, Boydell Brewer, ISBN, page 176:However, despite its exiguity, the vicarage did maintain an independent existence as a benefice, and the College continued to make presentations to the bishop of Worcester. 2002, Martin Bruegel, Exchange and the Creation of the Neighborhood in the Late Eighteenth Century, in Farm, Shop, Landing: The Rise of a Market Society in the Hudson Valley, 17801860, Durham, N.C.; London: Duke University Press, ISBN, page 21:Some undertakings, however, required so much manpower that farmers had to recruit their neighbors. [] These collaborations integrated the neighborhood and established it as more than a mere locality where farmers happened to live. They were one means by which to rise above exiguities and weather the turbulences in a precarious world.",False,False,False,False,False,,False,,False,,False,,False,,False,True
28787,exiguousness,Noun,The quality of being meagre or scanty.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
29014,exocentricity,Noun,The quality of being exocentric.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
29301,exonormativity,Noun,The quality of being exonormative, linguistics,"2014, James Lambert, Diachronic stability in Indian English lexis, in World Englishes, page 113:At present there is no up-to-date history of Indian English from a lexicographical perspective, although, a historical dictionary of Indian English would be able to present a clear picture of diachronic change and hence contribute to the question of endo- versus exonormativity.",False,False,False,False,False,,False,,False,,False,,False,,False,True
29580,exotericism,Noun,The quality of being widely known or exoteric.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
29745,expandingness,Noun,The quality of being expanding,,the expandingness of the Universe,False,False,False,False,False,,False,,False,,False,,False,,False,True
29923,expedience,Noun,The quality of being fit or suitable to effect some desired end or the purpose intended; propriety or advisability under the particular circumstances of a case, uncountable,Sharp to determine concerning the expedience of action,False,False,False,False,False,,False,,False,,False,,False,,False,True
29929,expediency,Noun,The quality of being fit or suitable to effect some desired end or the purpose intended; suitability for particular circumstance or situation, uncountable,"1810, Thomas Cogan, An Ethical Treatise on the Passions and Affections of the Mind, p. 137: Imperfet governments [] may palliate crimes upon the plea of necessity or expediency; divine wisdom discovers no expediency in vice; [] 1828, Richard Whately, Elements of Rhetoric, part II, p. 214: Much declamation may be heard in the present day against expediency, as if it were not the proper object of a Deliberative Assembly, and as if it were only pursued by the unprincipled.",False,False,False,False,False,,False,,False,,False,,False,,False,True
29956,expediteness,Noun,The quality of being expedite.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
30095,experientiality,Noun,The quality of being experiential.,,,False,False,False,False,False,,False,,False,,False,,False,,False,True
